,County,Candidate,Margin,Total votes,Biden vote approx,Trump vote approx,Biden Share,Trump Share,State,Relative Vote Total,b,r,g,rgb
8,Rooks,Trump,0.74,2666,346.58,2319.42,0.13,0.87,Kansas,0.046212815562590326,0.13,0.87,0.13,"(0.87, 0.13, 0.13, 0.046212815562590326)"
9,Republic,Trump,0.66,2643,449.30999999999995,2193.69,0.16999999999999998,0.8300000000000001,Kansas,0.045814130357061604,0.16999999999999998,0.8300000000000001,0.16999999999999998,"(0.8300000000000001, 0.16999999999999998, 0.16999999999999998, 0.045814130357061604)"
10,Kiowa,Trump,0.71,1139,165.15500000000003,973.845,0.14500000000000002,0.855,Kansas,0.01974358474335723,0.14500000000000002,0.855,0.14500000000000002,"(0.855, 0.14500000000000002, 0.14500000000000002, 0.01974358474335723)"
11,Lane,Trump,0.72,888,124.32000000000001,763.68,0.14,0.86,Kansas,0.015392715761282899,0.14,0.86,0.14,"(0.86, 0.14, 0.14, 0.015392715761282899)"
12,Hamilton,Trump,0.66,837,142.29,694.71,0.16999999999999998,0.8300000000000001,Kansas,0.014508674653371382,0.16999999999999998,0.8300000000000001,0.16999999999999998,"(0.8300000000000001, 0.16999999999999998, 0.16999999999999998, 0.014508674653371382)"
13,Trego,Trump,0.69,1603,248.46500000000003,1354.5349999999999,0.15500000000000003,0.8449999999999999,Kansas,0.027786625411414963,0.15500000000000003,0.8449999999999999,0.15500000000000003,"(0.8449999999999999, 0.15500000000000003, 0.15500000000000003, 0.027786625411414963)"
14,Rawlins,Trump,0.69,1498,232.19000000000003,1265.81,0.15500000000000003,0.845,Kansas,0.025966540777479487,0.15500000000000003,0.845,0.15500000000000003,"(0.845, 0.15500000000000003, 0.15500000000000003, 0.025966540777479487)"
15,Mitchell,Trump,0.63,3039,562.215,2476.785,0.185,0.815,Kansas,0.052678449547903974,0.185,0.815,0.185,"(0.815, 0.185, 0.185, 0.052678449547903974)"
16,Wichita,Trump,0.68,961,153.75999999999996,807.2400000000001,0.15999999999999995,0.8400000000000001,Kansas,0.01665810793535233,0.15999999999999995,0.8400000000000001,0.15999999999999995,"(0.8400000000000001, 0.15999999999999995, 0.15999999999999995, 0.01665810793535233)"
17,Comanche,Trump,0.68,904,144.64,759.3600000000001,0.15999999999999998,0.8400000000000002,Kansas,0.015670061991215924,0.15999999999999998,0.8400000000000002,0.15999999999999998,"(0.8400000000000002, 0.15999999999999998, 0.15999999999999998, 0.015670061991215924)"
18,Wallace,Trump,0.88,817,49.019999999999996,767.9799999999999,0.06,0.9399999999999998,Kansas,0.0141619918659551,0.06,0.9399999999999998,0.06,"(0.9399999999999998, 0.06, 0.06, 0.0141619918659551)"
19,Seward,Trump,0.3,5099,1784.6499999999999,3314.35,0.35,0.65,Kansas,0.08838677665178098,0.35,0.65,0.35,"(0.65, 0.35, 0.35, 0.08838677665178098)"
20,Cloud,Trump,0.55,4179,940.2749999999999,3238.725,0.22499999999999998,0.775,Kansas,0.07243936843063202,0.22499999999999998,0.775,0.22499999999999998,"(0.775, 0.22499999999999998, 0.22499999999999998, 0.07243936843063202)"
21,Stevens,Trump,0.75,1997,249.625,1747.375,0.125,0.875,Kansas,0.03461627632351571,0.125,0.875,0.125,"(0.875, 0.125, 0.125, 0.03461627632351571)"
22,Osborne,Trump,0.69,1904,295.12000000000006,1608.8799999999999,0.15500000000000003,0.845,Kansas,0.03300420136203,0.15500000000000003,0.845,0.15500000000000003,"(0.845, 0.15500000000000003, 0.15500000000000003, 0.03300420136203)"
23,Gove,Trump,0.76,1433,171.95999999999998,1261.04,0.11999999999999998,0.88,Kansas,0.02483982171837657,0.11999999999999998,0.88,0.11999999999999998,"(0.88, 0.11999999999999998, 0.11999999999999998, 0.02483982171837657)"
24,Haskell,Trump,0.61,1383,269.685,1113.3149999999998,0.195,0.8049999999999998,Kansas,0.023973114749835867,0.195,0.8049999999999998,0.195,"(0.8049999999999998, 0.195, 0.195, 0.023973114749835867)"
25,Elk,Trump,0.7,1347,202.05000000000004,1144.95,0.15000000000000002,0.8500000000000001,Kansas,0.02334908573248656,0.15000000000000002,0.8500000000000001,0.15000000000000002,"(0.8500000000000001, 0.15000000000000002, 0.15000000000000002, 0.02334908573248656)"
26,Clark,Trump,0.71,1048,151.96,896.04,0.14500000000000002,0.855,Kansas,0.01816617806061315,0.14500000000000002,0.855,0.14500000000000002,"(0.855, 0.14500000000000002, 0.14500000000000002, 0.01816617806061315)"
27,Barber,Trump,0.74,2313,300.69,2012.31,0.13,0.87,Kansas,0.040093864364692956,0.13,0.87,0.13,"(0.87, 0.13, 0.13, 0.040093864364692956)"
28,Chautauqua,Trump,0.73,1634,220.59,1413.41,0.135,0.8650000000000001,Kansas,0.0283239837319102,0.135,0.8650000000000001,0.135,"(0.8650000000000001, 0.135, 0.135, 0.0283239837319102)"
29,Lincoln,Trump,0.64,1570,282.59999999999997,1287.4,0.17999999999999997,0.8200000000000001,Kansas,0.0272145988121781,0.17999999999999997,0.8200000000000001,0.17999999999999997,"(0.8200000000000001, 0.17999999999999997, 0.17999999999999997, 0.0272145988121781)"
30,Stanton,Trump,0.6,767,153.4,613.6,0.2,0.8,Kansas,0.013295284897414397,0.2,0.8,0.2,"(0.8, 0.2, 0.2, 0.013295284897414397)"
31,Neosho,Trump,0.46,6629,1789.8300000000002,4839.17,0.27,0.73,Kansas,0.11490800988912651,0.27,0.73,0.27,"(0.73, 0.27, 0.27, 0.11490800988912651)"
32,Pawnee,Trump,0.51,2712,664.4399999999999,2047.56,0.24499999999999997,0.755,Kansas,0.047010185973647776,0.24499999999999997,0.755,0.24499999999999997,"(0.755, 0.24499999999999997, 0.24499999999999997, 0.047010185973647776)"
33,Sherman,Trump,0.69,2673,414.31500000000005,2258.685,0.15500000000000003,0.845,Kansas,0.046334154538186026,0.15500000000000003,0.845,0.15500000000000003,"(0.845, 0.15500000000000003, 0.15500000000000003, 0.046334154538186026)"
34,Harper,Trump,0.64,2628,473.03999999999996,2154.96,0.18,0.8200000000000001,Kansas,0.04555411826649939,0.18,0.8200000000000001,0.18,"(0.8200000000000001, 0.18, 0.18, 0.04555411826649939)"
35,Smith,Trump,0.67,2092,345.17999999999995,1746.82,0.16499999999999998,0.835,Kansas,0.036263019563743046,0.16499999999999998,0.835,0.16499999999999998,"(0.835, 0.16499999999999998, 0.16499999999999998, 0.036263019563743046)"
36,Stafford,Trump,0.63,2017,373.145,1643.8549999999998,0.185,0.815,Kansas,0.034962959110931995,0.185,0.815,0.185,"(0.815, 0.185, 0.185, 0.034962959110931995)"
37,Edwards,Trump,0.61,1413,275.535,1137.465,0.195,0.8049999999999999,Kansas,0.02449313893096029,0.195,0.8049999999999999,0.195,"(0.8049999999999999, 0.195, 0.195, 0.02449313893096029)"
38,Kearny,Trump,0.62,1413,268.47,1144.53,0.19000000000000003,0.8099999999999999,Kansas,0.02449313893096029,0.19000000000000003,0.8099999999999999,0.19000000000000003,"(0.8099999999999999, 0.19000000000000003, 0.19000000000000003, 0.02449313893096029)"
39,Sheridan,Trump,0.78,1397,153.67,1243.33,0.10999999999999999,0.8899999999999999,Kansas,0.024215792701027264,0.10999999999999999,0.8899999999999999,0.10999999999999999,"(0.8899999999999999, 0.10999999999999999, 0.10999999999999999, 0.024215792701027264)"
40,Clay,Trump,0.54,4134,950.8199999999999,3183.1800000000003,0.22999999999999998,0.77,Kansas,0.07165933215894539,0.22999999999999998,0.77,0.22999999999999998,"(0.77, 0.22999999999999998, 0.22999999999999998, 0.07165933215894539)"
41,Ottawa,Trump,0.66,3161,537.37,2623.63,0.17,0.8300000000000001,Kansas,0.0547932145511433,0.17,0.8300000000000001,0.17,"(0.8300000000000001, 0.17, 0.17, 0.0547932145511433)"
42,Ellsworth,Trump,0.52,2813,675.12,2137.88,0.24,0.76,Kansas,0.0487609340501,0.24,0.76,0.24,"(0.76, 0.24, 0.24, 0.0487609340501)"
43,Grant,Trump,0.58,2452,514.9200000000001,1937.0800000000002,0.21000000000000002,0.79,Kansas,0.042503309737236115,0.21000000000000002,0.79,0.21000000000000002,"(0.79, 0.21000000000000002, 0.21000000000000002, 0.042503309737236115)"
44,McPherson,Trump,0.4,13901,4170.3,9730.699999999999,0.3,0.7,Kansas,0.24096187139368647,0.3,0.7,0.3,"(0.7, 0.3, 0.3, 0.24096187139368647)"
45,Labette,Trump,0.36,8414,2692.48,5721.5199999999995,0.32,0.6799999999999999,Kansas,0.14584944866602964,0.32,0.6799999999999999,0.32,"(0.6799999999999999, 0.32, 0.32, 0.14584944866602964)"
46,Wyandotte,Biden,0.31,55379,36273.245,19105.754999999997,0.655,0.345,Kansas,0.9599473042163127,0.655,0.345,0.345,"(0.345, 0.345, 0.655, 0.9599473042163127)"
47,Bourbon,Trump,0.52,6550,1572.0,4978.0,0.24,0.76,Kansas,0.1135386128788322,0.24,0.76,0.24,"(0.76, 0.24, 0.24, 0.1135386128788322)"
48,Wilson,Trump,0.62,3899,740.8100000000001,3158.19,0.19,0.81,Kansas,0.06758580940680409,0.19,0.81,0.19,"(0.81, 0.19, 0.19, 0.06758580940680409)"
49,Meade,Trump,0.69,1807,280.08500000000004,1526.915,0.15500000000000003,0.845,Kansas,0.031322789843061034,0.15500000000000003,0.845,0.15500000000000003,"(0.845, 0.15500000000000003, 0.15500000000000003, 0.031322789843061034)"
50,Shawnee,Biden,0.03,84502,43518.53,40983.47,0.515,0.485,Kansas,1.0,0.515,0.485,0.485,"(0.485, 0.485, 0.515, 1.0)"
51,Lyon,Trump,0.11,13622,6061.79,7560.210000000001,0.445,0.555,Kansas,0.23612564650922935,0.445,0.555,0.445,"(0.555, 0.445, 0.445, 0.23612564650922935)"
52,Montgomery,Trump,0.5,13177,3294.25,9882.75,0.25,0.75,Kansas,0.22841195448921708,0.25,0.75,0.25,"(0.75, 0.25, 0.25, 0.22841195448921708)"
53,Ford,Trump,0.32,8850,3008.9999999999995,5841.0,0.33999999999999997,0.66,Kansas,0.15340713343170456,0.33999999999999997,0.66,0.33999999999999997,"(0.66, 0.33999999999999997, 0.33999999999999997, 0.15340713343170456)"
54,Greenwood,Trump,0.61,3036,592.02,2443.98,0.195,0.805,Kansas,0.05262644712979154,0.195,0.805,0.195,"(0.805, 0.195, 0.195, 0.05262644712979154)"
55,Rush,Trump,0.65,1748,305.9,1442.1,0.175,0.825,Kansas,0.030300075620183005,0.175,0.825,0.175,"(0.825, 0.175, 0.175, 0.030300075620183005)"
56,Logan,Trump,0.73,1437,193.995,1243.0049999999999,0.135,0.8649999999999999,Kansas,0.02490915827585983,0.135,0.8649999999999999,0.135,"(0.8649999999999999, 0.135, 0.135, 0.02490915827585983)"
57,Johnson,Biden,0.08,338343,182705.22,155637.78,0.54,0.46,Kansas,1.0,0.54,0.46,0.46,"(0.46, 0.46, 0.54, 1.0)"
58,Sedgwick,Trump,0.13,214488,93302.28,121185.71999999999,0.435,0.565,Kansas,1.0,0.435,0.565,0.435,"(0.565, 0.435, 0.435, 1.0)"
59,Douglas,Biden,0.39,57946,40272.47,17673.53,0.6950000000000001,0.305,Kansas,1.0,0.6950000000000001,0.305,0.305,"(0.305, 0.305, 0.6950000000000001, 1.0)"
60,Leavenworth,Trump,0.21,36115,14265.425000000001,21849.575,0.395,0.605,Kansas,0.6260224433769503,0.395,0.605,0.395,"(0.605, 0.395, 0.395, 0.6260224433769503)"
61,Butler,Trump,0.41,31946,9424.070000000002,22521.93,0.29500000000000004,0.705,Kansas,0.5537564163400265,0.29500000000000004,0.705,0.29500000000000004,"(0.705, 0.29500000000000004, 0.29500000000000004, 0.5537564163400265)"
62,Reno,Trump,0.34,27245,8990.849999999999,18254.15,0.32999999999999996,0.67,Kansas,0.4722686271578295,0.32999999999999996,0.67,0.32999999999999996,"(0.67, 0.32999999999999996, 0.32999999999999996, 0.4722686271578295)"
63,Riley,Biden,0.03,24024,12372.36,11651.64,0.515,0.485,Kansas,0.4164353642444374,0.515,0.485,0.485,"(0.485, 0.485, 0.515, 0.4164353642444374)"
64,Saline,Trump,0.3,24001,8400.35,15600.65,0.35000000000000003,0.65,Kansas,0.4160366790389086,0.35000000000000003,0.65,0.35000000000000003,"(0.65, 0.35000000000000003, 0.35000000000000003, 0.4160366790389086)"
65,Miami,Trump,0.4,17655,5296.5,12358.5,0.3,0.7,Kansas,0.3060342305917225,0.3,0.7,0.3,"(0.7, 0.3, 0.3, 0.3060342305917225)"
66,Harvey,Trump,0.2,17120,6848.0,10272.0,0.4,0.6,Kansas,0.296760466028337,0.4,0.6,0.4,"(0.6, 0.4, 0.4, 0.296760466028337)"
67,Crawford,Trump,0.23,16193,6234.305,9958.695,0.385,0.615,Kansas,0.28069171883159233,0.385,0.615,0.385,"(0.615, 0.385, 0.385, 0.28069171883159233)"
68,Cowley,Trump,0.38,13958,4326.98,9631.019999999999,0.30999999999999994,0.69,Kansas,0.24194991733782287,0.30999999999999994,0.69,0.30999999999999994,"(0.69, 0.30999999999999994, 0.30999999999999994, 0.24194991733782287)"
69,Ellis,Trump,0.44,13552,3794.5600000000004,9757.44,0.28,0.7200000000000001,Kansas,0.23491225675327235,0.28,0.7200000000000001,0.28,"(0.7200000000000001, 0.28, 0.28, 0.23491225675327235)"
70,Franklin,Trump,0.38,12247,3796.57,8450.429999999998,0.31,0.6899999999999998,Kansas,0.21229120487435998,0.31,0.6899999999999998,0.31,"(0.6899999999999998, 0.31, 0.31, 0.21229120487435998)"
71,Finney,Trump,0.25,11506,4314.75,7191.25,0.375,0.625,Kansas,0.19944660760058677,0.375,0.625,0.375,"(0.625, 0.375, 0.375, 0.19944660760058677)"
72,Barton,Trump,0.56,10980,2415.6,8564.4,0.22,0.7799999999999999,Kansas,0.19032885029153856,0.22,0.7799999999999999,0.22,"(0.7799999999999999, 0.22, 0.22, 0.19032885029153856)"
73,Sumner,Trump,0.5,10816,2704.0,8112.0,0.25,0.75,Kansas,0.18748605143472505,0.25,0.75,0.25,"(0.75, 0.25, 0.25, 0.18748605143472505)"
74,Jefferson,Trump,0.32,9581,3257.5399999999995,6323.46,0.33999999999999997,0.66,Kansas,0.16607838931176966,0.33999999999999997,0.66,0.33999999999999997,"(0.66, 0.33999999999999997, 0.33999999999999997, 0.16607838931176966)"
75,Geary,Trump,0.15,9311,3957.1749999999997,5353.825,0.425,0.575,Kansas,0.16139817168164985,0.425,0.575,0.425,"(0.575, 0.425, 0.425, 0.16139817168164985)"
76,Dickinson,Trump,0.54,9246,2126.58,7119.42,0.22999999999999998,0.77,Kansas,0.16027145262254694,0.22999999999999998,0.77,0.22999999999999998,"(0.77, 0.22999999999999998, 0.22999999999999998, 0.16027145262254694)"
77,Cherokee,Trump,0.5,8945,2236.25,6708.75,0.25,0.75,Kansas,0.1550538766719319,0.25,0.75,0.25,"(0.75, 0.25, 0.25, 0.1550538766719319)"
78,Osage,Trump,0.44,7893,2210.0400000000004,5682.96,0.28,0.72,Kansas,0.1368183620538355,0.28,0.72,0.28,"(0.72, 0.28, 0.28, 0.1368183620538355)"
79,Atchison,Trump,0.34,7312,2412.9599999999996,4899.04,0.32999999999999996,0.67,Kansas,0.12674722707939254,0.32999999999999996,0.67,0.32999999999999996,"(0.67, 0.32999999999999996, 0.32999999999999996, 0.12674722707939254)"
80,Jackson,Trump,0.4,6468,1940.3999999999999,4527.599999999999,0.3,0.7,Kansas,0.11211721345042544,0.3,0.7,0.3,"(0.7, 0.3, 0.3, 0.11211721345042544)"
81,Marion,Trump,0.49,5969,1522.095,4446.905,0.255,0.745,Kansas,0.10346747790438922,0.255,0.745,0.255,"(0.745, 0.255, 0.255, 0.10346747790438922)"
82,Nemaha,Trump,0.65,5637,986.4749999999999,4650.525,0.175,0.825,Kansas,0.09771254363327894,0.175,0.825,0.175,"(0.825, 0.175, 0.175, 0.09771254363327894)"
83,Marshall,Trump,0.48,5029,1307.54,3721.46,0.26,0.74,Kansas,0.08717338689582399,0.26,0.74,0.26,"(0.74, 0.26, 0.26, 0.08717338689582399)"
84,Linn,Trump,0.63,4911,908.535,4002.4649999999997,0.185,0.815,Kansas,0.08512795845006793,0.185,0.815,0.185,"(0.815, 0.185, 0.185, 0.08512795845006793)"
85,Coffey,Trump,0.56,4448,978.5599999999998,3469.44,0.21999999999999997,0.78,Kansas,0.07710225192138101,0.21999999999999997,0.78,0.21999999999999997,"(0.78, 0.21999999999999997, 0.21999999999999997, 0.07710225192138101)"
86,Brown,Trump,0.48,4396,1142.96,3253.04,0.26,0.74,Kansas,0.07620087667409868,0.26,0.74,0.26,"(0.74, 0.26, 0.26, 0.07620087667409868)"
87,Rice,Trump,0.53,4230,994.05,3235.9500000000003,0.235,0.765,Kansas,0.07332340953854355,0.235,0.765,0.235,"(0.765, 0.235, 0.235, 0.07332340953854355)"
88,Pratt,Trump,0.53,4107,965.145,3141.855,0.235,0.765,Kansas,0.0711913103959334,0.235,0.765,0.235,"(0.765, 0.235, 0.235, 0.0711913103959334)"
89,Kingman,Trump,0.6,3929,785.8000000000001,3143.2000000000003,0.2,0.8,Kansas,0.0681058335879285,0.2,0.8,0.2,"(0.8, 0.2, 0.2, 0.0681058335879285)"
90,Wabaunsee,Trump,0.48,3861,1003.86,2857.14,0.26,0.74,Kansas,0.06692711211071314,0.26,0.74,0.26,"(0.74, 0.26, 0.26, 0.06692711211071314)"
91,Thomas,Trump,0.65,3794,663.9499999999999,3130.0499999999997,0.175,0.825,Kansas,0.0657657247728686,0.175,0.825,0.175,"(0.825, 0.175, 0.175, 0.0657657247728686)"
92,Anderson,Trump,0.57,3720,799.8000000000001,2920.2,0.21500000000000002,0.7849999999999999,Kansas,0.06448299845942837,0.21500000000000002,0.7849999999999999,0.21500000000000002,"(0.7849999999999999, 0.21500000000000002, 0.21500000000000002, 0.06448299845942837)"
93,Doniphan,Trump,0.62,3682,699.58,2982.42,0.19,0.81,Kansas,0.06382430116333743,0.19,0.81,0.19,"(0.81, 0.19, 0.19, 0.06382430116333743)"
94,Russell,Trump,0.63,3436,635.66,2800.3399999999997,0.185,0.815,Kansas,0.059560102878117166,0.185,0.815,0.185,"(0.815, 0.185, 0.185, 0.059560102878117166)"
95,Phillips,Trump,0.76,3278,393.36,2884.64,0.12000000000000001,0.88,Kansas,0.05682130885752854,0.12000000000000001,0.88,0.12000000000000001,"(0.88, 0.12000000000000001, 0.12000000000000001, 0.05682130885752854)"
96,Washington,Trump,0.65,2855,499.62499999999994,2355.375,0.175,0.825,Kansas,0.049488967903674186,0.175,0.825,0.175,"(0.825, 0.175, 0.175, 0.049488967903674186)"
97,Morris,Trump,0.48,2849,740.74,2108.2599999999998,0.26,0.7399999999999999,Kansas,0.0493849630674493,0.26,0.7399999999999999,0.26,"(0.7399999999999999, 0.26, 0.26, 0.0493849630674493)"
98,Norton,Trump,0.68,2390,382.3999999999999,2007.6000000000001,0.15999999999999998,0.8400000000000001,Kansas,0.04142859309624564,0.15999999999999998,0.8400000000000001,0.15999999999999998,"(0.8400000000000001, 0.15999999999999998, 0.15999999999999998, 0.04142859309624564)"
99,Scott,Trump,0.73,2325,313.875,2011.125,0.135,0.865,Kansas,0.04030187403714273,0.135,0.865,0.135,"(0.865, 0.135, 0.135, 0.04030187403714273)"
100,Gray,Trump,0.68,2240,358.3999999999999,1881.6000000000001,0.15999999999999998,0.8400000000000001,Kansas,0.038828472190623534,0.15999999999999998,0.8400000000000001,0.15999999999999998,"(0.8400000000000001, 0.15999999999999998, 0.15999999999999998, 0.038828472190623534)"
